blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference
3,146,13,0,295,80,5,41,4,313,87,0,-6386,-1780,-912,-9,0,-1,-2,0
8,28,7,1,329,78,1,49,2,309,85,1,-567,-811,580,1,-1,0,0,0
4,37,3,1,347,98,2,57,9,347,94,1,3036,1339,-2820,-1,0,0,2,0
4,33,8,1,321,70,3,26,3,349,81,0,-414,-2127,-585,-1,0,0,1,0
3,22,7,0,325,102,1,200,5,334,82,1,-2668,-693,2356,-5,0,-1,-1,0
1,25,2,1,397,96,8,32,11,324,92,1,8228,5985,16382,10,-1,0,2,0
8,29,6,1,334,90,2,29,2,364,86,0,-1520,-342,-7943,-1,2,0,1,0
4,22,5,0,356,84,5,24,8,338,76,1,2819,1860,6613,2,2,0,1,0
2,20,4,1,385,92,3,41,8,305,76,0,1819,2307,10119,1,-1,0,0,0
2,20,6,1,380,82,3,26,6,385,90,1,3806,1313,4790,7,-2,0,1,0
1,15,4,1,347,108,3,23,9,302,64,1,3642,2788,-5358,2,2,0,1,0
4,38,4,1,340,81,6,29,4,360,70,1,3580,911,8129,6,1,0,1,0
3,134,3,0,397,116,1,23,6,392,88,1,5571,5559,14001,9,2,0,2,0
0,42,5,1,386,86,7,29,3,341,84,0,1860,-152,-1092,-2,-1,0,0,0
2,22,6,0,314,95,4,36,13,315,92,1,3091,697,-2629,1,1,0,2,0
4,37,6,0,328,84,3,30,1,367,92,0,-2613,425,-6002,-3,1,0,0,0
5,60,11,0,323,82,2,21,3,335,90,1,-2993,78,-495,-6,2,0,-3,0
5,27,3,0,314,94,3,26,5,337,98,0,20,-18,7975,3,0,0,0,0
6,33,8,1,336,71,3,24,1,365,96,1,-3146,-3989,4179,-1,0,-1,-1,0
7,28,6,1,355,86,4,27,8,337,73,1,4661,6435,7769,15,1,0,0,0
5,30,8,0,330,87,1,25,4,390,100,0,-3532,-3034,-3901,-6,0,1,-1,0
8,60,7,0,269,74,6,26,5,377,114,0,-8323,-6870,-13085,-11,-2,0,-2,0
5,27,6,0,341,84,3,27,10,350,78,1,2594,1649,3949,4,0,0,1,0
3,26,8,1,328,84,3,23,1,413,80,0,-7266,-4390,-9038,-11,-2,-1,-1,0
5,32,10,1,339,94,4,27,7,367,97,0,-1331,-1696,-547,-1,-2,-1,0,0
4,22,6,0,358,80,5,30,2,401,82,0,-5992,-121,-2114,-6,-2,-1,-2,0
1,26,8,0,365,88,2,41,9,371,84,1,701,1075,1879,2,-1,0,0,0
4,28,10,0,374,94,8,36,4,337,76,1,-586,120,114,-5,-1,0,0,0
5,36,3,1,382,82,4,27,5,367,90,0,519,2094,11,0,-2,1,0,0
3,19,5,0,344,68,4,27,2,329,91,1,3632,2347,1099,6,0,0,1,0
3,23,4,0,349,94,0,21,13,328,90,1,9442,6150,18253,18,2,1,1,0
3,23,5,1,339,88,6,24,7,303,78,1,4559,2783,4256,9,-2,0,-1,0
4,38,9,0,296,78,3,32,3,354,86,1,-2580,307,-1915,-3,-2,0,-2,0
3,26,10,0,317,72,1,29,8,288,88,1,1758,3339,2569,5,1,0,0,0
4,28,7,0,365,92,2,18,5,362,81,1,4785,3994,2675,8,-2,0,0,0
3,24,8,0,328,82,3,25,4,369,102,0,-3854,-1630,-5079,-4,-1,0,-1,0
5,22,0,0,369,108,1,23,12,332,83,1,10499,5016,11758,15,0,0,3,0
3,26,5,1,316,86,3,26,4,311,121,0,-1799,-1852,-5443,-3,-1,0,1,0
2,36,7,0,276,75,2,153,6,277,76,1,-1123,481,572,-4,2,0,0,0
2,26,3,1,308,98,7,91,3,288,58,1,1067,2175,6811,-3,1,0,0,0
4,29,7,1,318,68,2,27,7,364,119,0,-2972,-2363,-3787,-2,-2,0,0,0
3,23,10,0,284,80,5,25,2,365,86,0,-7909,-4975,-8523,-14,-1,-1,-2,0
4,27,11,0,287,57,6,28,3,367,106,0,-11263,-7607,-21222,-19,-1,0,-2,0
4,30,7,1,330,80,1,81,5,327,80,1,3011,1919,12255,11,2,1,0,0
3,42,1,1,322,84,3,34,3,310,88,1,762,1352,-513,3,2,0,0,0
3,30,5,1,273,84,2,31,2,358,100,0,-5320,-4954,-9316,-9,0,0,0,0
0,18,3,0,328,71,6,37,8,271,70,0,6027,4658,4007,9,1,0,0,0
6,28,7,1,367,110,2,19,5,296,82,1,6576,7857,9783,12,2,0,1,0
3,200,5,0,372,78,5,21,7,351,98,1,3291,703,3651,6,0,1,1,0
4,30,7,0,359,106,4,132,6,339,78,0,2699,2546,2427,3,2,0,-2,0
5,30,8,0,325,100,3,24,3,358,80,0,-2057,-1929,-2559,-1,-1,0,-1,0
1,25,5,1,339,76,7,26,6,334,88,0,-3491,-1369,1986,-4,-2,0,-2,0
4,25,4,1,376,86,2,31,10,340,102,0,-2356,-1273,-9362,-2,0,0,0,0
1,19,7,0,344,78,3,148,1,328,82,0,-1791,1523,-4019,3,1,-1,-2,0
7,189,8,0,331,82,1,23,6,343,78,0,-6446,-3195,-16857,-13,-2,0,-3,0
7,30,4,1,326,84,2,133,5,342,95,0,143,548,-1445,1,0,0,1,0
6,30,6,1,370,92,4,31,7,385,104,1,5116,2056,11125,7,0,0,2,0
4,45,6,1,338,72,2,21,8,313,96,0,1443,-1453,-2800,0,-2,0,1,0
3,25,8,0,299,80,3,30,4,355,72,0,-8394,-5379,-11385,-15,-1,0,-3,0
6,28,4,1,296,84,3,26,3,396,72,0,-5804,-5951,-8820,-7,1,0,-1,0
2,24,8,0,286,110,4,31,3,327,100,0,-4013,-4207,-6483,-14,-2,-1,0,0
5,28,9,1,385,94,2,34,7,362,86,0,1323,1075,6396,4,1,0,0,0
1,21,4,0,379,74,5,152,2,359,86,0,-293,-1732,-6675,-2,-2,0,-1,0
3,23,8,0,334,72,4,24,5,367,76,0,-6204,-3712,-4231,-13,-2,0,-1,0
2,88,6,0,282,74,2,23,5,326,66,1,515,349,3721,3,1,1,-1,0
5,27,4,1,348,85,1,32,10,318,94,0,2933,1965,-3287,5,1,0,1,0
0,27,2,0,350,100,5,30,7,321,96,1,921,-870,-1102,-5,0,0,-1,0
2,21,9,0,321,76,3,24,7,343,97,0,-2114,-1502,-5926,-3,-1,0,-1,0
6,30,5,1,347,86,3,31,12,295,77,1,3183,1069,6440,5,1,1,2,0
2,200,4,0,337,76,4,16,3,336,86,1,2905,2025,1265,6,2,0,1,0
4,60,9,1,332,86,4,29,4,352,70,0,-2830,-1979,4222,-4,-1,0,-2,0
3,30,5,0,302,75,4,26,2,317,72,0,-918,1207,1292,-2,-1,0,0,0
7,27,8,1,329,78,6,33,4,325,86,1,-792,443,-3530,2,0,0,-1,0
5,21,2,0,364,86,6,71,9,272,90,0,-158,-746,-3423,-10,-2,0,0,0
3,33,6,1,402,124,1,134,6,294,64,1,11847,8836,4648,15,2,0,1,0
5,22,5,1,335,81,2,25,4,360,94,0,-560,-630,791,-2,0,-1,-2,0
3,23,6,1,319,84,3,200,2,341,76,1,4359,2449,9579,13,2,0,-1,0
0,20,3,1,348,62,4,53,5,323,74,1,2498,1251,4210,6,1,1,0,0
0,30,7,1,336,97,5,26,2,309,68,1,2161,2545,4149,7,1,1,-1,0
3,19,6,1,348,98,2,17,5,282,68,1,2297,1355,7259,0,2,0,1,0
3,25,6,0,301,92,8,31,2,346,90,0,-4438,-3698,-7810,-8,-2,-1,-1,0
2,45,10,1,375,93,2,40,2,419,98,0,-4444,-1832,-4690,-4,-2,0,-2,0
0,47,10,0,292,78,7,32,2,357,72,0,-3232,-2100,-6359,-2,-1,0,-2,0
4,22,5,1,368,78,2,27,6,321,114,0,3163,1942,1750,5,-1,0,1,0
4,30,3,1,332,76,7,36,3,358,92,0,-1141,-3382,-4244,0,1,1,0,0
5,30,5,1,347,74,3,68,2,356,94,0,-2434,-1962,-3698,-3,-2,1,-1,0
3,31,12,1,304,58,0,20,4,350,92,0,-2570,360,-1215,3,-1,0,-3,0
2,16,4,0,330,82,9,31,9,348,69,0,-4903,-1850,-7526,-8,0,0,-2,0
1,23,10,0,366,92,2,30,11,316,80,1,5383,5395,5429,8,2,0,1,0
3,27,5,1,396,88,3,22,7,354,83,1,2999,-233,6781,2,-1,-1,0,0
3,27,5,1,335,96,6,144,3,351,74,1,79,582,1728,-2,2,0,-1,0
5,37,3,0,322,60,3,22,1,361,80,0,-1739,-3077,-2040,-4,-1,0,-1,0
4,21,4,0,377,79,4,141,3,394,94,1,-2709,-1585,-6631,-6,1,0,0,0
4,200,7,0,370,88,2,135,12,294,83,1,5518,2243,9563,5,0,-1,-1,0
3,19,9,0,286,76,2,32,3,343,76,1,-3169,-1776,-21238,-3,1,0,0,0
1,21,3,0,344,104,4,28,1,362,71,1,174,2169,4125,4,0,0,0,0
6,27,6,0,373,90,7,52,1,375,93,0,-2986,-1824,-1204,-7,-2,0,0,0
0,34,8,0,347,94,5,27,8,331,54,1,1139,1765,7555,0,-1,0,0,0
3,22,8,0,318,60,0,200,3,381,72,0,-4680,-2379,-6831,-7,-2,0,-1,0
3,25,5,1,326,88,6,200,12,339,56,1,8292,5258,14381,18,1,0,2,0
3,21,8,1,382,110,4,50,4,357,86,0,-2609,-2648,-2641,-7,-2,0,-1,0
2,86,2,1,346,94,6,29,2,376,77,0,3192,3254,9096,9,0,0,0,0
5,146,5,1,320,84,3,34,7,326,52,1,2852,2077,5047,5,-2,0,1,0
2,200,7,1,344,75,4,27,10,339,68,1,-4578,-4845,-12449,-7,2,0,-1,0
6,139,3,1,377,86,9,42,4,327,106,0,350,25,4072,-2,0,0,1,0
4,29,9,0,380,53,5,35,4,380,112,0,-7145,-6380,-7327,-12,-2,-1,-2,0
2,24,10,0,337,102,1,200,6,363,90,0,-5826,-2911,-4852,-8,2,0,-3,0
3,143,2,0,374,90,4,22,5,341,112,1,3046,1164,9025,3,0,0,2,0
6,24,4,1,357,84,4,39,2,342,96,1,-1401,-1010,-953,-2,-2,0,-1,0
3,30,8,1,318,82,2,24,8,333,85,1,-508,-1978,4036,2,1,0,0,0
1,200,4,1,355,68,0,25,8,334,104,1,1205,-717,-1661,4,0,0,1,0
4,27,8,0,323,76,5,200,9,386,72,0,1810,-1726,5363,0,-2,0,1,0
2,23,3,1,407,87,0,46,8,360,88,1,4154,500,-2154,5,1,0,-1,0
10,39,7,0,319,84,1,26,5,308,80,0,220,-1088,2520,2,0,-1,-1,0
5,43,4,1,319,82,3,35,5,346,80,1,2046,1113,-4558,9,0,0,0,0
8,37,6,0,364,80,3,27,1,396,94,0,-285,-1872,1528,0,-2,-1,-1,0
1,20,11,1,307,74,4,19,11,316,98,0,-2859,-2479,-10315,-6,-1,0,1,0
2,200,10,0,334,60,2,26,7,277,88,0,-4209,-982,-866,-7,-1,0,-1,0
1,36,5,0,316,72,2,200,2,294,76,1,6863,5035,3092,13,0,0,1,0
4,20,9,1,333,102,4,33,3,328,90,1,333,212,1315,0,2,1,0,0
3,25,4,0,331,84,3,23,7,325,84,1,760,-713,4753,0,0,0,1,0
6,28,6,0,343,77,5,151,6,329,74,0,2145,242,517,3,1,-1,1,0
3,34,8,1,376,86,1,98,3,412,86,0,-3342,-2403,889,-1,0,0,-1,0
3,29,6,1,355,108,4,25,7,342,76,1,2929,2334,-1428,1,0,0,1,0
6,29,6,0,317,86,2,38,1,378,90,1,-2040,-2182,-12734,-2,1,1,-1,0
5,28,4,1,332,89,3,51,12,308,81,1,5857,2178,12647,11,2,0,0,0
2,99,12,0,328,76,2,74,2,376,91,0,2025,3189,8540,10,-1,0,-3,0
4,24,7,1,373,84,4,27,5,353,124,0,-5529,-4369,-12797,-10,-2,0,0,0
3,26,6,0,348,90,4,30,6,360,90,1,-2634,-1781,-2947,-6,-2,0,-1,0
3,50,6,0,334,94,4,78,10,354,70,1,3224,3377,6746,4,0,0,0,0
4,31,4,0,365,99,1,32,8,326,80,1,2971,569,-2369,0,-2,0,-3,0
5,26,9,1,291,92,2,19,7,321,72,1,742,889,5712,1,2,-1,-3,0
1,23,4,1,362,124,0,31,9,335,92,1,7960,4494,9715,9,2,0,1,0
2,29,11,0,311,64,1,23,3,348,86,0,-3070,-391,-3773,-2,-2,0,-2,0
3,18,7,1,347,62,3,29,9,369,102,0,-4703,-4591,-6911,-7,-1,0,-1,0
4,23,7,1,310,76,4,29,10,326,84,1,-3337,-1494,-7078,-5,-1,0,-1,0
1,25,6,1,378,96,0,18,7,300,100,1,1803,3344,3297,0,1,1,1,0
5,140,8,1,383,110,0,30,8,297,76,1,7867,4600,16867,11,2,0,3,0
3,29,6,0,376,98,6,42,11,306,78,1,9125,6862,13981,12,1,0,0,0
6,28,12,0,338,68,6,107,4,394,92,0,-7323,-5541,-2686,-7,-2,0,-2,0
5,26,8,0,325,81,4,31,4,347,81,0,-615,-323,-6167,0,2,-1,-1,0
5,27,8,0,367,80,6,28,9,320,104,1,-57,-730,-4843,-2,2,0,0,0
1,24,12,1,351,68,1,17,4,328,104,0,-4249,-4836,-10666,-7,-2,0,-2,0
3,30,5,1,263,75,4,27,3,334,84,0,-5396,-4385,-7338,-11,1,0,-1,0
4,25,12,0,313,76,6,200,4,346,80,1,-2858,1274,-4081,-3,0,0,-2,0
0,11,11,0,296,80,2,18,6,379,94,0,-7443,-7849,-11114,-12,-1,-1,-4,0
4,65,5,1,391,98,2,58,6,373,98,1,257,1263,-10029,0,0,0,1,0
2,17,7,0,321,78,3,22,5,347,106,0,-4215,-828,-19218,-5,-2,0,-2,0
3,26,9,1,312,79,3,22,4,291,75,1,5897,2720,7236,9,0,-1,-2,0
5,30,5,1,347,76,7,24,11,356,108,1,-350,220,1611,3,2,0,-1,0
7,20,8,1,344,84,3,27,6,325,66,1,2519,2883,7536,5,2,1,-2,0
5,29,4,1,353,96,1,21,4,360,75,0,-72,-1061,2821,2,2,0,0,0
4,200,6,1,351,92,4,30,3,382,80,0,-1948,-290,-6061,-2,1,0,-1,0
3,168,2,1,313,72,3,31,6,323,72,1,-1358,122,-8446,-6,0,1,1,0
5,200,6,0,335,83,5,26,6,361,107,0,-2947,-54,-4249,-1,-1,1,-1,0
2,200,9,0,327,79,0,23,4,312,108,0,-1883,1240,-3028,-9,-2,0,0,0
1,35,9,1,361,90,7,200,4,338,94,1,955,583,3973,-1,0,-1,0,0
6,119,5,1,339,94,2,27,2,414,86,0,-5866,-3342,-9763,-8,-1,0,-1,0
3,25,8,1,358,91,4,200,4,355,108,0,-3913,-1440,-1498,-2,-2,-1,-2,0
7,49,4,0,385,85,5,31,8,298,62,1,5581,2989,4909,6,0,0,3,0
7,62,8,0,325,92,4,56,8,315,76,1,-1660,2825,1369,1,0,0,-2,0
1,27,3,1,356,98,3,42,9,332,106,0,2578,1554,4312,4,-2,1,2,0
6,39,5,1,300,56,5,31,7,341,88,0,-2251,-2520,1179,0,-1,0,-1,0
2,38,7,1,314,104,4,42,5,293,76,1,5574,2158,3292,10,0,0,2,0
2,28,9,0,352,74,5,39,4,335,93,0,-4396,-2454,-8396,-7,-1,0,0,0
2,27,5,0,245,84,4,200,3,308,88,0,-4607,-3252,-1417,-1,0,-1,-2,0
2,24,7,1,328,85,4,26,4,359,94,0,-2311,-1494,1894,-2,1,0,-2,0
0,22,4,1,372,86,6,25,5,353,86,1,5438,-365,12919,8,1,0,1,0
4,24,8,0,399,106,3,31,8,402,105,0,3177,3020,8086,6,2,0,1,0
0,24,6,0,334,92,3,28,6,340,82,1,-3453,-2314,-676,-12,-2,0,0,0
2,21,8,0,320,75,1,34,8,379,80,0,-5519,-3636,-4935,-9,-1,-1,-2,0
1,131,4,1,349,90,4,31,7,319,106,1,-274,-1758,-15099,-8,-1,0,1,0
3,28,7,1,358,80,7,29,6,339,92,1,2879,20,6227,4,2,0,2,0
0,24,5,1,349,92,4,36,8,371,87,1,1901,659,928,6,0,1,2,0
6,32,7,0,309,92,3,28,5,340,88,0,402,618,4228,3,1,1,0,0
4,35,9,1,305,80,0,20,3,386,92,0,-6269,-5639,-9484,-11,1,1,-2,0
4,27,8,1,380,92,2,15,9,339,88,1,6544,4276,12585,13,2,-1,1,0
7,38,6,0,297,72,6,27,1,334,76,0,-3357,-3591,-5655,-7,0,-1,0,0
4,34,9,1,324,80,4,28,3,351,92,1,122,1660,-6138,4,1,1,-1,0
4,28,4,1,317,103,6,31,5,355,72,1,2522,1484,7626,3,0,1,1,0
3,36,5,1,347,95,3,20,6,342,96,1,4421,3058,-4344,9,0,-1,0,0
5,23,7,0,287,86,6,48,9,364,84,0,-5816,-3996,-11361,-9,-1,1,-1,0
3,24,5,0,367,92,3,23,8,315,89,1,2138,3028,2867,2,-1,1,0,0
1,33,5,1,380,78,5,23,7,368,98,0,4728,3164,7984,10,0,0,0,0
3,53,7,0,322,75,2,200,6,334,84,0,-5493,-3169,-12078,-11,-1,0,0,0
3,30,5,1,324,86,1,22,2,343,102,0,1528,1069,-2574,7,2,0,-1,0
5,200,3,0,361,80,4,34,9,352,81,1,1480,1277,-1080,1,-1,0,1,0
2,23,5,1,357,116,3,33,6,375,60,1,4412,2974,5868,8,2,0,0,0
0,32,9,0,316,76,4,19,4,380,80,0,-7558,-6222,-9977,-11,-1,0,-3,0
2,58,5,1,343,84,2,200,7,328,86,1,5405,2883,5086,10,0,0,1,0
5,26,7,0,307,82,2,30,4,350,85,0,-3906,-2150,1824,0,0,-1,-1,0
4,30,4,1,360,86,6,123,3,329,85,0,2638,2238,-835,7,-1,0,0,0
5,37,7,1,298,76,4,26,5,341,68,1,-1681,-2840,-4394,-5,0,0,0,0
3,32,11,0,316,94,5,153,3,360,86,1,-518,1178,-2429,1,1,0,0,0
6,31,6,0,343,76,5,200,8,331,88,0,-2878,-1202,-3893,-5,-2,0,-1,0
6,71,10,0,349,104,5,186,6,350,76,1,-2539,-825,-2791,-4,1,0,0,0
6,178,5,0,354,105,5,27,3,335,87,0,779,1804,-652,-2,-1,1,0,0
5,27,4,1,355,92,2,20,13,336,84,0,4525,749,11874,7,1,0,2,0
3,21,7,1,356,101,5,35,7,336,90,1,3790,2153,-1371,5,0,-1,-3,0
1,35,3,0,324,88,4,29,6,328,100,0,3082,2087,4503,4,-2,0,1,0
3,26,4,0,342,80,4,146,4,337,96,0,-2339,-2524,-11046,-5,0,0,-1,0
5,192,4,0,400,102,3,27,7,381,70,1,3248,3278,11061,8,0,0,0,0
1,25,4,1,326,100,1,64,13,278,79,1,11021,5992,8031,17,-1,0,3,0
4,31,8,0,331,86,6,29,4,308,90,0,3156,1399,-2925,4,-1,1,-1,0
3,144,8,1,315,85,4,23,4,363,98,1,884,-175,5557,3,0,0,-1,0
2,27,4,0,362,98,0,26,5,352,104,0,-423,-1690,-1634,-5,-1,-1,1,0
4,24,6,1,321,84,4,95,1,327,86,1,929,310,6910,1,1,1,0,0
0,31,6,0,290,78,3,96,1,367,98,0,-5491,-3986,-2842,-3,1,-1,-3,0
3,31,3,1,376,72,3,34,14,338,94,1,5360,-51,4869,7,1,0,2,0
3,38,4,1,385,66,2,42,8,367,81,1,2921,549,2986,9,2,0,0,0
3,29,5,0,350,79,9,33,7,336,96,0,2489,-528,6608,2,1,0,1,0
0,44,7,1,347,92,2,41,6,325,87,1,1635,439,3139,4,0,0,0,0
3,26,8,0,348,108,4,97,4,322,92,0,2053,1746,1589,1,-2,1,0,0
2,23,3,1,363,112,1,22,11,287,72,1,9602,6226,6477,13,2,0,4,0
5,36,8,1,342,68,4,34,5,364,82,0,2049,811,-682,7,1,0,-2,0
3,32,6,1,336,81,3,33,8,322,87,1,1270,1889,-3789,1,-1,0,0,0
4,28,1,1,369,100,5,38,11,316,88,1,4500,1886,9320,3,2,0,2,0
3,21,9,1,296,81,6,83,3,344,59,1,-3486,-4156,-269,-8,0,0,-1,0
4,31,7,1,324,89,0,29,9,349,98,0,1000,-470,3372,0,-2,1,0,0
2,24,6,1,344,77,2,27,7,303,94,0,675,307,-8253,1,1,0,0,0
9,35,5,1,391,80,2,24,8,360,72,1,5216,2870,6432,7,1,0,0,0
3,64,0,1,373,102,1,32,10,302,78,1,5331,5869,8260,9,0,0,1,0
5,47,10,0,359,98,2,30,6,365,67,0,-2197,-278,-1743,1,2,0,-2,0
2,87,6,1,324,102,1,61,2,375,82,0,-2627,-3040,4379,-2,0,0,0,0
4,137,6,1,319,104,2,24,6,322,72,1,-979,1197,7753,2,2,0,-1,0
1,18,8,0,332,82,6,30,4,335,74,0,-979,-1423,-13885,-5,-1,0,0,0
2,25,8,1,269,76,5,22,6,318,88,0,-3140,-4432,3335,-5,0,0,0,0
2,23,5,0,360,95,0,22,9,291,87,1,8044,5594,5519,15,1,0,0,0
2,148,6,0,379,98,2,28,2,371,98,0,-1462,-2132,-2846,-11,-2,1,1,0
7,24,5,1,343,91,1,55,2,340,65,1,1749,-1325,-1267,3,1,0,-1,0
5,23,5,0,341,64,3,29,4,320,68,0,-756,-21,-8361,-5,-1,0,1,0
2,22,7,0,329,75,6,33,5,307,107,1,266,1952,-6840,2,-1,0,-1,0
3,133,7,0,339,72,4,27,6,273,76,1,-316,745,8178,-3,1,1,-1,0
5,78,7,0,315,82,0,58,5,295,70,0,-2073,-1359,2595,-4,1,0,0,0
6,26,7,0,337,92,7,95,1,328,71,1,2811,3618,-1533,5,2,0,1,0
4,19,4,1,336,72,1,13,13,250,64,1,13803,9454,12606,21,1,0,8,2
4,31,5,1,347,116,1,19,9,289,51,1,4160,4504,14333,6,1,0,2,0
3,24,9,1,326,92,1,22,3,338,115,0,3238,3660,6452,13,2,0,0,0
4,24,7,1,344,101,2,21,5,336,96,0,-1027,-3273,-161,-5,0,0,-1,0
9,28,8,1,332,90,3,23,9,299,82,1,1104,-595,-1625,-2,2,0,0,0
4,25,11,0,319,90,2,17,5,364,58,0,-3688,902,-756,-3,0,1,-3,0
4,22,5,1,339,76,4,32,3,349,100,1,-1129,-2186,-3500,-1,2,0,-1,0
6,25,8,0,315,88,4,22,4,304,72,0,-2019,1878,-203,-2,2,0,-2,0
2,21,10,1,358,86,5,32,3,309,78,1,5,-997,-412,-5,-2,0,0,0
6,30,6,0,378,103,5,174,3,375,96,1,-3983,107,-4120,-2,-2,0,-2,0
3,200,6,1,382,72,2,22,6,360,88,1,2001,-475,-2154,3,0,0,-1,0
5,24,4,1,378,82,3,124,5,342,118,0,624,-110,-335,2,-2,0,0,0
4,29,5,1,310,100,1,27,6,331,80,1,4773,2959,8597,11,1,0,0,0
1,46,8,1,321,86,2,19,3,331,105,1,-5203,-2607,3358,-7,-2,0,-1,0
3,26,9,1,310,85,3,22,4,358,106,0,-3409,-2796,-7774,0,0,-1,-1,0
1,25,7,0,342,100,1,30,10,312,76,1,4557,2821,7013,5,0,0,-1,0
2,26,7,0,328,99,5,28,6,361,88,0,-2922,-1343,-14202,-4,0,0,-3,0
5,200,6,1,353,60,4,39,6,366,87,0,-2957,-1884,817,-5,-1,0,-1,0
2,68,2,1,376,111,2,18,10,318,76,1,7107,2391,14720,11,0,0,2,0
3,32,7,1,366,106,2,38,10,308,94,1,6198,4841,5811,10,2,0,0,0
6,24,6,0,341,96,4,31,3,385,92,0,-1792,-523,6863,1,-2,0,-1,0
4,28,6,1,336,86,7,31,8,354,94,1,2183,1089,-5329,0,-2,0,2,0
5,33,7,0,334,84,2,32,4,340,70,1,-968,2613,-6474,-3,2,0,0,0
3,27,3,0,364,97,4,49,11,314,84,0,2941,1768,7264,-3,-2,0,2,0
0,57,3,0,340,80,6,32,9,300,84,0,-1279,-731,-9169,-5,-1,0,-1,0
0,18,5,0,353,92,1,21,6,349,86,1,-938,698,-6622,-1,-1,0,-1,0
6,32,9,1,382,89,4,39,9,339,90,1,4355,2566,7179,8,0,0,0,0
2,44,4,1,369,86,2,95,7,314,90,0,2393,2633,2322,0,2,0,0,0
4,109,3,1,361,69,5,23,4,329,76,1,1208,2941,4063,3,1,0,0,0
6,24,6,0,363,80,1,33,5,342,96,0,407,2045,6367,-1,1,0,0,0
5,30,7,1,371,90,7,33,2,389,88,0,1384,-46,-3143,1,-1,0,-1,0
1,20,7,1,366,92,3,24,7,338,80,0,4180,1574,3394,3,-2,0,-2,0
3,22,7,0,305,76,1,37,5,314,94,1,-1460,-2659,-1713,-2,2,0,-1,0
1,125,2,0,346,104,3,17,10,308,76,1,5213,3727,10873,6,1,0,1,0
0,34,2,0,304,112,2,26,10,300,56,1,3684,2285,-2445,1,1,0,1,0
4,30,5,1,318,66,4,23,3,391,98,0,-2346,-2793,2906,0,1,0,0,0
7,46,4,1,360,84,4,39,7,322,106,1,1612,33,947,4,-2,0,1,0
4,27,2,0,321,78,4,26,5,306,77,1,-504,3091,-1453,-5,2,0,0,0
1,19,10,1,343,83,5,32,8,378,100,0,-61,-2118,-3095,0,0,0,-1,0
3,34,5,0,326,92,3,29,7,267,68,0,4188,4410,2334,3,1,0,1,0
1,18,8,0,343,90,2,23,4,400,122,1,-4085,-3158,2404,-4,1,0,-1,0
4,29,5,1,344,98,2,21,6,314,114,0,3710,2436,98,10,-2,0,-1,0
5,31,5,1,360,94,2,23,9,339,90,1,3900,404,11355,3,2,0,1,0
5,24,6,1,374,110,6,41,5,351,102,1,2404,836,-2129,4,2,0,0,0
1,27,5,0,378,114,7,25,4,377,82,0,4785,4248,1539,8,1,0,0,0
3,24,5,1,360,98,4,30,2,366,85,0,-1659,297,-6240,-1,-2,1,0,0
5,28,5,0,366,92,3,27,2,331,110,0,-2248,-1020,2591,-5,0,0,0,0
3,22,6,1,348,94,3,33,3,320,86,0,-1221,59,4480,-5,0,0,0,0
5,56,8,1,358,83,5,34,4,317,116,1,4133,1047,4509,8,2,0,-1,0
6,33,1,0,376,106,6,40,8,341,82,1,2076,2435,850,1,2,-1,0,0
0,24,4,1,339,68,7,33,3,336,94,1,744,888,1656,4,0,1,0,0
3,29,9,0,348,82,1,29,2,370,122,0,-3851,-4082,-1787,-5,0,0,-1,0
5,25,4,1,386,112,1,21,4,409,104,0,-1665,-2132,-7176,-1,-2,1,-1,0
4,26,6,0,357,96,1,41,7,341,70,0,-715,206,8711,-5,2,0,0,0
4,46,4,1,350,98,0,24,8,299,97,0,3134,433,-1661,0,-1,0,1,0
3,22,7,0,360,98,4,50,9,340,102,1,279,327,12098,2,0,0,-1,0
9,31,6,0,356,86,6,28,2,327,88,1,3784,3012,8012,5,2,0,2,0
3,21,5,1,390,88,3,25,7,375,98,1,7152,4979,11544,14,-1,1,1,0
5,24,10,0,331,102,3,41,7,394,94,0,-6009,-3572,-8308,-10,0,0,-1,0
2,20,3,1,382,76,3,27,8,318,75,1,5796,6145,9724,6,2,1,3,0
2,25,3,0,371,66,8,32,3,334,89,1,-1173,1351,-22,0,-2,0,-1,0
4,30,5,0,336,112,1,25,2,364,81,0,-378,708,3456,1,-2,0,-2,0
1,19,7,1,333,94,8,30,4,363,113,0,-3842,-442,-10674,-3,0,0,-2,0
3,69,4,1,317,96,0,33,9,312,80,1,5069,1896,4985,11,2,0,0,0
2,22,6,1,325,94,4,135,6,321,59,0,533,899,4067,-1,1,0,-1,0
3,19,4,1,316,70,2,67,9,269,100,1,3181,260,2260,2,0,0,0,0
1,25,7,0,281,76,5,30,2,321,80,0,-3765,-4146,-4774,-9,1,0,0,0
3,29,6,1,264,58,3,24,2,383,82,0,-3025,-2914,-5319,4,1,0,-3,0
1,25,6,0,307,108,6,40,3,316,62,1,716,2542,-5260,0,0,1,0,0
5,51,11,1,332,72,2,22,10,340,76,1,751,2915,-3384,5,2,1,-3,0
