blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference
1,24,2,0,365,93,4,35,6,326,78,1,5842,3478,2836,7,0,0,1,0
9,30,4,1,358,104,2,23,8,317,84,1,3901,1485,-799,2,-2,1,-1,0
3,29,10,1,313,67,5,25,9,353,80,0,-5217,-6666,-4450,-11,-2,0,-1,0
5,23,5,1,323,80,0,28,7,329,108,0,-1203,-3049,367,-4,-2,0,-2,0
1,18,5,0,313,91,7,28,2,312,96,1,-1124,86,-5511,-4,-2,0,0,0
2,30,6,0,317,69,2,43,2,330,91,0,-7273,-3389,-7327,-14,-1,0,-1,0
3,32,4,1,344,90,4,27,8,365,64,1,5946,4844,4484,14,2,1,1,0
6,96,6,1,345,115,3,28,7,319,84,1,5787,2664,7252,9,2,0,1,0
3,23,5,0,383,80,5,47,6,369,82,1,534,28,-5057,1,0,-1,0,0
3,23,6,1,384,70,7,31,7,342,85,1,4216,2815,3361,10,0,0,2,0
6,26,5,1,306,107,5,28,7,349,75,1,5105,2898,6077,8,0,0,-1,0
1,22,10,1,345,72,1,24,3,336,108,1,-3774,-1575,-11566,-4,-2,-1,-2,0
4,200,8,0,371,88,3,27,1,366,80,0,-4330,-3046,-11359,-6,2,0,-3,0
2,22,4,1,375,64,5,141,3,346,92,1,328,868,-130,0,-1,0,0,0
3,89,6,1,320,70,4,37,5,333,86,0,10,-799,898,2,-2,0,0,0
5,24,7,0,322,64,4,31,4,343,96,0,-6685,-5010,-5940,-13,-1,0,-2,0
7,91,4,1,376,102,3,24,7,367,92,1,6033,1618,8790,9,1,0,1,0
4,28,6,0,336,97,2,20,3,328,82,0,-1363,1376,-4226,-5,0,0,0,0
4,26,5,0,367,85,2,34,3,403,85,0,-5534,-2700,-11177,-5,2,0,-2,0
6,25,5,1,307,62,2,37,3,358,95,0,-5837,-5390,603,-8,2,0,-1,0
0,35,8,1,336,90,3,182,6,308,98,0,-4100,-1313,-9414,-4,0,0,-2,0
2,22,7,0,351,64,5,23,1,342,92,0,-5943,-4310,1086,-12,-2,0,0,0
10,32,7,0,339,92,2,39,10,359,84,1,1838,1572,-4487,-2,0,0,1,0
6,28,3,1,415,94,4,30,10,347,104,1,5760,2593,7819,6,-1,0,2,0
6,67,7,1,323,100,6,31,7,303,76,1,7294,5977,10225,16,0,0,0,0
1,28,8,0,285,94,5,20,4,354,102,0,-1929,-1697,-7250,0,2,1,-1,0
3,22,11,1,277,59,6,29,3,356,99,0,-8196,-6158,-8206,-11,-1,0,-4,0
7,28,5,0,344,92,2,20,7,308,87,1,3157,1910,-2127,3,2,0,0,0
4,28,6,1,328,82,3,22,5,364,81,0,-1047,-1491,2020,-3,-1,0,-1,0
4,24,10,0,375,84,1,36,4,352,81,0,-1452,-531,5755,-5,0,0,-2,0
2,30,5,0,394,89,6,32,11,349,77,1,2426,2743,9891,-1,2,0,1,0
1,23,5,1,344,119,5,59,6,322,82,1,6485,4755,2121,10,0,0,1,0
2,22,10,0,311,67,3,200,6,300,80,0,-1785,-393,-840,-6,-2,0,0,0
2,56,9,0,324,88,2,49,4,312,100,1,-531,-2687,-7989,4,0,0,1,0
6,30,6,1,380,86,5,24,6,296,102,1,4687,2753,10953,7,1,1,1,0
3,36,4,0,366,80,1,24,5,318,83,1,-888,993,-1073,-5,1,0,0,0
0,22,3,0,305,80,4,43,9,308,84,1,251,674,2497,-2,-2,0,0,0
5,24,6,0,309,93,3,22,5,316,106,0,-2718,-1829,-7949,-5,0,0,-1,0
3,27,4,0,366,78,3,35,3,346,78,1,-563,579,-2662,-2,0,0,0,0
3,30,3,1,355,71,3,36,6,347,96,0,-2615,-3524,-5038,-7,-1,0,1,0
2,26,6,0,369,99,4,92,2,360,104,0,-2493,-902,-4993,-4,0,0,0,0
3,24,5,0,351,105,0,17,7,316,74,1,70,-1207,5206,-4,1,0,1,0
4,32,7,1,351,89,5,25,5,336,66,0,-1038,-442,-1263,-2,1,0,0,0
2,25,3,1,341,92,0,23,9,320,97,1,3435,957,3920,5,2,0,1,0
1,22,4,1,358,76,4,25,2,341,79,0,1926,506,4955,5,0,0,0,0
5,28,10,0,376,88,2,25,2,329,112,0,-2754,39,-1984,-5,-2,0,-1,0
0,23,6,1,360,71,6,54,1,383,120,0,-4938,-4072,-4219,-6,-2,-1,0,0
6,31,5,0,335,87,2,30,2,351,76,1,746,2746,635,4,0,0,-1,0
1,23,4,1,357,99,2,35,7,291,75,1,6442,2655,16352,8,2,0,2,0
3,27,7,0,336,101,4,29,5,359,114,0,-3541,-2869,-7728,-5,-2,0,-1,0
4,29,8,0,376,94,3,200,9,369,94,0,-481,1301,-1900,0,0,0,1,0
5,27,4,0,334,92,2,45,10,290,75,1,4275,3669,7692,5,2,0,3,0
2,25,9,1,375,76,1,23,3,379,92,0,-1712,-2814,2820,-2,0,0,-1,0
3,43,2,1,340,75,0,24,10,271,60,1,6643,4299,8936,8,1,0,2,0
2,43,2,1,338,80,3,200,10,284,68,1,5972,3598,9462,9,1,0,0,0
5,25,6,0,311,64,2,19,6,316,88,0,-1056,-123,-4929,-4,-2,0,1,0
5,28,6,1,359,88,5,30,3,343,87,1,1879,318,8330,3,1,0,1,0
6,35,6,1,321,103,3,28,3,328,76,0,5498,2410,2622,9,0,-1,0,0
5,25,5,1,368,106,2,22,7,304,76,1,10684,7326,17287,18,-1,1,4,0
6,26,6,0,350,100,2,29,2,346,100,0,-637,550,1736,1,0,0,0,0
3,25,8,1,309,68,2,130,3,349,91,0,-5918,-2401,-8215,-10,-2,0,-2,0
1,29,7,0,330,86,7,31,4,357,80,0,-6031,-4193,-10271,-8,1,0,-1,0
1,24,8,0,338,112,0,25,4,388,64,0,-2718,-468,-6580,-2,0,0,-2,0
3,26,10,1,347,66,7,29,6,377,92,1,174,-1495,11121,4,-2,0,0,0
6,31,8,0,329,92,4,23,3,397,87,0,-1978,-2266,484,-1,-2,0,-1,0
3,25,3,1,339,71,4,24,8,326,91,1,4026,-210,11555,8,1,0,3,0
6,28,3,1,344,96,3,24,6,313,88,1,3708,-167,-2199,6,-1,0,0,0
2,23,6,0,394,74,4,30,1,411,102,0,-3208,-1479,-11761,-7,0,0,0,0
5,26,5,0,327,84,4,26,6,323,83,1,2574,969,3771,5,2,0,-1,0
4,40,6,0,330,54,3,27,5,303,98,0,2654,664,-1131,4,-2,1,-1,0
2,140,5,1,335,90,5,29,7,350,113,0,178,-840,-5112,0,0,0,0,0
2,17,7,0,364,64,3,27,4,332,84,0,-1399,231,1126,-2,-2,0,0,0
5,33,10,0,340,90,9,36,4,400,97,1,-6545,-2579,-9888,-9,1,0,-1,0
5,28,4,1,350,81,6,28,8,319,94,1,2066,812,5097,0,0,-1,1,0
0,83,2,1,335,86,4,30,11,266,82,1,7001,3520,13844,12,2,0,1,0
1,24,3,1,351,94,1,34,10,321,88,0,4274,2280,4330,3,-1,0,-1,0
3,20,4,0,314,88,4,27,3,354,84,0,-4067,-1158,-5944,-6,-1,0,-1,0
4,54,11,0,324,80,5,200,2,373,104,0,-5487,-3103,-11599,-7,0,-1,-2,0
2,21,6,1,332,82,1,38,7,338,94,0,1570,2665,-2397,3,-2,0,-1,0
1,200,10,0,287,70,1,21,6,298,72,0,22,2354,4355,2,2,0,-3,0
2,29,2,1,348,94,4,26,6,348,78,0,2275,587,-3672,2,-1,0,1,0
2,25,7,0,330,84,1,26,5,311,102,0,1921,741,10716,4,2,0,0,0
1,200,2,1,375,86,2,23,5,345,82,0,4538,3762,12566,11,2,1,0,0
0,21,9,0,341,56,2,200,3,364,80,0,-8480,-7507,-6225,-15,-1,-1,-3,0
4,20,7,0,297,76,1,70,7,328,116,0,-6277,-4117,-7132,-10,-2,0,-1,0
1,29,4,0,327,82,5,23,8,281,70,0,948,1763,-850,-3,-1,0,1,0
0,21,6,1,383,92,6,33,5,371,72,0,2820,4242,1300,4,-1,1,0,0
1,32,7,0,377,64,2,23,5,332,108,0,-3083,-2349,-8515,-8,-2,0,-1,0
2,20,9,1,313,82,2,149,2,367,100,0,-3451,-2725,-11553,-7,-1,0,0,0
4,96,4,1,354,98,5,30,7,315,89,1,3739,4219,16590,10,2,0,1,0
4,25,6,1,355,97,4,29,7,252,84,1,6649,6555,9648,12,1,0,0,0
1,24,9,1,340,76,7,34,3,321,96,1,-1350,-1409,-24,-4,1,0,-2,0
0,23,8,0,363,85,3,23,4,350,110,1,-1526,-1430,-7609,-2,0,0,0,0
3,26,6,0,349,72,6,23,3,340,91,0,-578,-358,1194,1,0,0,0,0
4,200,8,1,305,84,8,35,5,313,74,0,-843,-260,-8524,1,2,-1,-2,0
4,24,4,1,366,89,7,200,4,299,77,1,3483,1850,8403,2,1,0,1,0
4,200,3,1,322,70,6,55,6,297,84,0,-18,-365,-589,-2,-2,0,0,0
4,200,7,1,350,67,2,200,5,340,86,0,-1428,-2598,9510,-3,-1,-1,-1,0
5,23,7,0,331,100,1,200,7,287,64,1,9674,6132,15870,14,0,0,2,0
1,158,3,1,319,92,1,200,9,307,64,1,5972,4350,22054,11,2,1,2,0
1,28,10,0,358,84,1,200,7,319,72,1,204,637,5560,0,2,0,-3,0
0,27,8,0,331,88,3,200,9,300,70,1,-45,995,68,-4,-1,1,-2,0
2,200,8,0,273,68,8,32,9,351,84,1,-2780,-3158,-13763,-10,0,1,-1,0
1,200,3,1,347,62,2,26,9,298,74,0,711,2459,-497,-1,1,1,1,0
2,200,7,1,296,77,5,35,4,313,65,1,243,742,-3864,1,0,0,0,0
2,28,9,1,348,80,0,200,4,305,96,0,1927,-1110,11332,1,0,0,-1,0
1,22,6,0,318,82,4,200,1,304,86,1,-2350,-915,-9550,-11,-1,0,0,0
4,28,7,1,345,86,1,200,6,346,66,1,-147,1880,2414,2,0,0,-1,0
3,26,4,1,364,80,3,200,2,380,108,0,-1293,-40,-1388,-2,0,0,0,0
0,200,1,1,342,91,3,30,16,253,56,1,11351,7966,10145,11,1,0,5,0
2,32,3,1,392,98,3,28,4,349,94,1,4329,3612,2474,5,0,-1,1,0
4,27,7,1,390,116,2,25,11,340,71,1,7119,4795,3120,7,2,1,0,0
6,31,4,1,366,74,2,25,3,301,90,0,-2332,-385,787,-5,-1,0,0,0
1,23,7,1,393,60,1,22,4,363,90,1,700,2120,12,3,0,0,0,0
2,65,5,0,319,124,7,62,6,325,79,0,904,2022,-537,0,-2,1,0,0
2,24,11,0,354,60,6,22,7,369,120,0,-4880,-4100,-1398,-5,-1,-1,-3,0
0,27,9,1,365,95,5,24,3,319,91,0,-1265,751,-1825,0,2,-1,-2,0
2,25,2,1,395,85,5,51,5,317,98,0,1505,2645,5796,0,1,0,0,0
4,21,4,1,414,74,5,28,5,343,106,1,2526,1128,4434,3,-1,0,0,0
5,28,4,1,351,128,2,27,13,299,64,1,10346,9050,15897,17,2,1,0,0
1,20,2,1,355,64,0,35,7,308,68,1,-1377,-1436,3575,-5,-1,0,0,0
4,26,9,0,299,76,2,24,3,344,93,1,-3642,-2494,-6180,0,-2,0,-2,0
2,39,4,1,388,91,3,23,3,422,84,0,417,1538,-10175,2,0,-1,0,0
2,25,6,1,370,62,3,188,3,373,109,0,302,-788,-2724,5,0,-1,0,0
2,19,6,0,337,80,2,45,2,354,100,0,-4440,-4665,-4406,-6,1,0,-1,0
2,68,2,1,393,106,3,29,10,311,76,1,5449,5582,7253,8,-1,0,-1,0
3,31,6,1,352,88,1,22,8,355,108,1,2364,804,-3497,1,-2,0,-1,0
6,38,6,0,319,86,2,27,5,339,75,0,3912,3727,17537,10,-2,-1,0,0
5,25,7,1,315,67,2,18,5,353,104,0,269,-1503,-1869,1,-2,0,0,0
2,25,8,1,341,80,2,23,3,332,95,0,-2960,-3056,-2219,-5,2,0,-2,0
2,35,6,0,340,71,3,33,6,360,79,0,-2885,-1487,-3212,-5,-2,0,0,0
2,29,10,0,293,76,7,33,2,376,99,0,-10434,-4919,-16452,-17,-2,0,-4,0
4,26,5,1,365,108,5,23,6,357,84,1,1075,238,-3935,-3,-2,0,1,0
3,29,5,0,359,87,2,20,9,325,100,0,268,-531,263,-3,2,0,1,0
6,29,8,1,358,94,2,22,4,396,88,0,-4165,-1875,-14087,-8,2,0,0,0
3,37,4,0,359,81,4,28,3,358,98,1,-11,-460,-1162,2,0,0,0,0
4,28,6,1,288,72,5,47,2,364,63,0,-4187,-3669,-7715,-4,-1,0,-2,0
4,68,5,0,360,86,4,49,6,368,54,0,-841,54,-2387,-2,0,0,-1,0
4,20,5,0,323,65,3,20,3,338,134,0,-6368,-5547,-5055,-13,-2,-1,0,0
2,34,2,0,402,98,5,25,10,366,94,0,2324,251,700,-1,0,1,1,0
4,22,2,1,375,100,3,36,11,358,91,1,9047,4453,9166,12,2,1,2,0
2,16,6,1,350,88,0,30,1,336,88,1,240,86,-4659,2,-1,0,0,0
1,18,12,0,303,64,1,26,6,356,94,0,-9037,-4951,-4075,-10,0,0,-3,0
3,25,3,1,375,107,5,25,4,354,92,0,3305,925,6399,7,2,0,-1,0
2,25,9,0,332,83,2,44,7,335,80,1,1494,356,2761,3,-1,0,0,0
2,41,2,1,416,92,3,30,11,315,87,0,2098,1916,-1486,1,0,0,1,0
3,28,7,1,351,86,3,29,7,334,81,0,-3270,-1490,-1714,-9,-2,0,0,0
4,26,1,1,374,95,4,20,11,330,76,1,6355,3640,2666,9,-1,0,1,0
5,33,5,0,360,78,1,20,4,367,80,1,2625,1983,17706,11,2,0,-1,0
0,28,8,1,351,86,8,27,4,326,100,1,-3569,-814,-6166,-9,0,0,0,0
9,30,9,0,316,98,4,31,8,327,88,0,-2522,1220,-5060,-9,2,0,-3,0
3,200,6,0,313,76,3,43,10,297,70,1,-494,-150,-18801,-11,0,0,2,0
4,44,5,1,340,73,6,49,6,332,98,0,-4141,-3523,-5579,-7,-1,0,-1,0
1,25,8,0,287,72,5,200,4,332,118,0,-3628,-3077,-2605,-1,-2,0,-1,0
3,29,3,0,308,77,2,27,4,317,94,1,5078,4297,15195,15,1,0,1,0
5,28,2,1,411,90,4,34,10,292,73,1,8121,6606,10608,8,2,1,2,0
3,23,3,1,331,78,3,29,6,326,106,1,1089,10,4748,3,-2,0,1,0
4,25,8,1,393,115,2,24,13,282,80,1,10460,9279,18519,19,0,0,0,0
3,26,5,0,319,88,4,23,2,365,86,0,-1560,200,5690,-1,2,0,0,0
5,29,7,1,364,85,1,23,7,340,78,1,5351,3734,4096,6,0,0,0,0
4,27,5,0,393,83,3,24,4,374,119,0,1678,568,12963,4,2,0,1,0
1,20,5,1,348,76,1,38,4,316,92,1,869,-919,-7648,-1,0,0,0,0
3,35,9,1,317,74,4,200,7,308,94,1,-396,-2263,662,2,2,-1,0,0
3,34,3,1,357,72,3,29,10,316,108,1,2704,-293,12631,4,-1,0,-1,0
4,26,5,1,355,78,2,30,4,362,77,1,5568,2192,6506,12,0,0,0,0
2,26,7,1,364,70,2,30,10,301,90,0,4001,4054,3039,6,1,0,-1,0
3,32,9,0,324,70,2,23,8,329,102,1,-405,-2715,2835,-3,-1,0,-2,0
3,33,7,0,360,58,8,82,5,383,114,1,-2672,-2167,-7181,-2,-1,1,-1,0
3,18,7,1,316,59,6,52,7,352,70,1,-1972,-1429,-7474,-4,1,0,1,0
3,42,5,0,320,84,3,40,2,374,92,0,-3806,-3392,-5690,-5,0,0,-1,0
0,18,0,1,396,132,3,21,8,353,75,1,4877,4628,10107,6,1,0,1,0
3,129,8,0,311,92,7,190,3,369,88,0,-5056,-1860,-6755,-8,-2,-1,-2,0
1,28,5,0,362,98,2,21,7,320,97,0,580,699,-2996,-2,-2,0,1,0
3,25,5,0,388,110,0,24,6,344,78,1,3550,2849,357,5,2,0,1,0
3,24,6,1,330,84,6,34,1,365,97,0,1101,-290,435,9,-1,0,-1,0
5,38,7,0,349,90,4,34,10,364,89,0,-27,-941,-8499,-1,-2,0,1,0
2,26,3,0,356,91,4,40,4,342,72,1,1734,1555,-782,-2,2,-1,0,0
2,19,6,1,363,79,4,33,5,341,96,1,466,-69,3106,2,-1,0,0,0
2,40,6,1,327,82,1,28,3,355,89,0,-1340,399,-6867,3,1,1,-1,0
5,31,4,0,331,86,2,26,8,287,74,1,5744,3638,9122,6,1,1,0,0
2,23,8,1,345,106,3,54,4,358,90,0,866,2933,4473,2,0,0,-1,0
5,32,9,0,284,80,3,200,2,379,80,0,-5752,-3217,-3946,-6,2,0,-1,0
4,179,3,1,376,85,5,50,10,299,84,1,687,352,3566,-4,1,0,2,0
6,27,7,0,341,88,2,32,5,370,71,1,3641,4937,3819,12,-1,0,-1,0
4,52,1,1,356,81,2,25,11,268,68,1,6667,1944,12684,6,1,0,2,0
4,31,8,0,296,84,2,30,1,350,77,0,-5328,-2695,-10523,-9,-1,0,-1,0
1,25,6,1,351,92,0,23,3,392,84,0,-614,986,-7442,2,-1,-1,0,0
5,31,5,0,328,96,5,29,7,345,96,1,2816,1253,6379,6,-2,0,0,0
8,32,8,1,322,69,5,29,6,319,110,1,934,375,7692,2,1,0,2,0
4,30,3,1,367,98,1,21,8,254,95,1,9163,7747,11383,17,1,-1,2,0
2,36,7,0,321,88,3,21,5,311,88,1,2806,1781,3431,5,2,-1,0,0
8,28,6,1,288,86,3,200,3,347,102,0,645,-1966,3390,7,2,0,-1,0
4,28,8,1,339,80,2,22,5,356,81,0,-3609,-3591,-111,-5,0,0,-1,0
3,37,5,0,354,80,6,27,8,321,76,1,2765,3291,7636,3,0,1,0,0
9,34,8,0,363,76,3,63,1,348,90,1,-557,69,-1142,0,0,0,0,0
4,18,6,1,384,106,4,113,5,313,79,1,4076,2218,-2993,2,1,0,1,0
5,28,8,0,332,88,3,27,4,366,100,0,-1937,-733,1486,-1,2,0,-3,0
1,35,6,1,369,84,5,29,5,362,80,0,-2160,-563,-9748,-2,-2,0,-1,0
6,27,4,0,287,86,1,22,5,330,86,0,2058,2596,6161,6,-1,0,1,0
10,26,8,1,345,88,4,192,5,336,99,1,570,282,-1208,3,-1,0,0,0
2,25,4,1,349,75,5,36,4,258,71,1,4790,4861,2608,7,1,-1,1,0
4,27,5,0,295,102,6,19,9,279,70,1,2404,1207,-1598,3,1,0,2,0
2,22,4,1,355,108,1,18,7,391,72,0,-864,-847,-8173,-4,-2,0,0,0
4,200,4,1,366,92,3,43,7,368,68,1,-768,-1202,-530,-2,0,1,0,0
1,146,6,0,325,72,3,70,5,281,84,1,-1789,-1698,3449,-8,0,0,0,0
7,34,7,1,371,70,5,34,5,340,78,1,2247,1368,2294,2,1,0,1,0
3,16,9,1,328,112,5,31,5,341,64,1,-2033,1086,-8809,-3,2,0,-2,0
3,27,7,1,381,106,4,23,9,340,102,1,6119,3293,3624,11,0,0,-2,0
5,162,2,1,340,112,3,25,11,290,84,1,1613,1517,6848,1,2,0,1,0
6,31,10,1,309,92,6,34,7,331,59,1,2084,4655,-245,1,0,1,0,0
5,34,3,1,353,68,2,26,4,377,80,1,-416,880,-7006,-5,0,0,0,0
1,27,3,1,331,92,7,30,5,303,80,1,1416,-466,3635,-5,-1,0,0,0
6,46,9,1,312,78,1,22,4,292,82,0,8,93,5254,5,-2,-1,-3,0
9,36,3,1,361,81,3,134,9,317,90,1,6844,3947,13112,12,2,0,2,0
8,34,5,1,318,95,2,25,9,266,77,1,11549,8672,16828,21,1,0,3,0
5,24,5,0,361,94,5,26,7,391,118,0,-4999,-5626,-14316,-11,-2,0,0,0
9,29,5,0,320,100,2,26,3,341,79,1,1165,1515,10252,6,-1,0,0,0
3,20,7,0,323,108,5,60,1,417,80,0,-3472,-812,-6186,-2,-2,0,-2,0
1,27,6,1,297,68,3,25,3,317,64,0,-671,-839,-5611,-2,-2,0,-1,0
5,85,6,0,301,78,7,31,2,349,74,0,-1146,-1290,1882,2,0,0,-1,0
4,37,8,1,308,84,3,26,1,352,84,0,-6138,-5197,-8698,-14,-2,0,-1,0
10,38,2,0,363,96,2,31,0,359,72,0,-3640,-1240,4390,-4,2,-1,0,0
4,24,8,1,317,82,1,39,3,332,93,0,-387,-1527,-340,1,-2,0,0,0
8,75,7,1,266,76,6,29,5,360,108,1,-496,380,478,4,0,0,1,0
6,80,4,1,333,76,5,24,3,333,91,0,-186,-74,425,3,-1,0,0,0
2,24,0,1,357,82,3,16,10,266,72,1,13207,7515,20036,18,2,0,2,0
1,45,0,0,356,83,2,23,12,245,80,1,10325,6601,10588,15,-1,0,3,0
6,33,1,0,376,64,4,26,6,374,100,0,-2410,-3285,-159,-4,-2,0,1,0
3,23,8,1,340,120,2,19,4,326,40,1,5941,6410,5967,3,0,0,0,0
5,47,5,0,340,98,3,24,7,292,74,0,2003,1722,7659,-2,-2,0,-1,0
2,24,7,1,299,104,0,19,4,350,66,1,265,-1446,7140,3,0,0,0,0
2,21,6,0,349,94,6,95,6,313,100,0,-2351,-2008,-6622,-7,0,0,0,0
1,14,7,1,313,74,3,29,7,335,90,0,-3817,-1344,-730,-8,-2,0,0,0
3,200,6,0,315,82,1,24,1,311,62,0,320,1154,-1825,-1,-2,0,0,0
1,200,9,0,319,95,5,51,4,394,88,0,-5137,-2618,-16826,-6,0,0,-1,0
2,35,1,0,353,102,2,22,8,339,86,0,3730,203,9309,3,-2,0,1,0
6,92,4,1,285,104,7,29,8,312,71,1,5360,4772,7213,11,2,0,1,0
7,30,5,0,317,79,4,41,4,339,86,0,-935,231,1549,-3,-2,0,0,0
6,29,2,0,354,99,3,30,17,326,92,1,6100,2810,5145,7,-1,0,3,0
4,64,10,1,330,90,4,35,2,399,106,0,-5981,-4556,912,-5,-2,-1,-2,0
5,101,6,1,293,76,1,47,1,365,81,1,-1395,-432,-4290,4,-1,0,0,0
3,60,3,0,353,75,5,27,10,281,90,1,6178,3482,10101,11,1,0,0,0
2,140,3,1,341,98,2,19,14,312,89,1,5038,1423,7302,5,2,0,1,0
2,27,7,1,337,102,4,29,2,378,94,0,-3212,-3237,-1748,-2,-1,0,-1,0
2,20,4,0,351,90,6,24,7,381,102,1,-1127,-297,3261,-1,-2,0,1,0
2,29,10,1,380,87,5,148,2,335,80,0,-2483,-1008,-1437,-3,0,0,0,0
4,30,2,1,336,100,4,35,6,317,96,1,3535,1876,3689,6,2,0,1,0
0,22,5,1,317,94,2,21,13,292,94,1,4356,-587,9994,4,2,0,4,0
2,26,4,0,356,100,4,22,4,358,80,0,-3016,-816,1716,-6,0,0,0,0
3,29,6,0,364,108,5,28,2,348,84,0,-3471,-286,-4808,-7,0,0,-1,0
2,29,6,1,347,114,4,20,6,351,65,1,4364,3995,-3633,6,-1,0,0,0
5,44,9,0,330,83,2,19,7,328,88,0,-5451,-3903,-13995,-13,-2,0,-1,0
2,24,6,1,282,76,1,36,5,337,80,1,1134,-647,6525,6,-1,0,0,0
3,39,5,1,333,88,2,19,1,337,81,0,2432,1584,-5042,7,-1,0,0,0
1,23,10,0,337,70,3,17,4,326,80,0,-3028,-835,-8026,-4,-1,0,-1,0
3,22,8,0,302,72,4,200,3,319,76,1,2181,-375,1766,3,0,0,1,0
3,23,4,0,341,110,2,57,8,337,78,1,3501,2217,-869,4,2,0,1,0
2,76,10,1,347,84,3,27,6,350,104,1,269,2045,2,2,0,0,-1,0
4,25,8,1,366,84,4,22,5,334,76,1,3292,1253,13635,6,2,0,2,0
1,27,6,0,310,88,4,28,5,318,85,0,-1979,-1436,9275,-5,0,0,-1,0
6,75,10,1,320,74,5,31,7,374,98,0,-3277,-3840,-2945,0,1,-1,-1,0
5,108,4,0,359,92,1,51,4,335,88,1,3495,2402,5008,5,0,0,1,0
7,28,7,0,369,98,1,25,6,389,74,0,-1418,-2428,5580,-2,2,0,-2,0
0,27,7,1,371,90,6,48,10,350,70,0,2578,1692,12993,3,1,0,0,0
2,24,7,0,370,75,2,27,4,387,88,0,-3960,-3225,-5189,-4,-1,0,-1,0
2,35,4,0,415,86,2,25,9,334,100,1,4584,4079,8781,1,-1,0,3,0
2,62,4,1,305,98,3,58,8,331,101,1,2646,1551,4303,8,1,0,0,0
5,29,3,0,334,82,5,101,6,283,68,1,3307,1304,5805,6,1,0,1,0
2,29,11,1,286,94,2,35,6,361,74,0,-3520,-1141,-6456,-5,-1,0,-2,0
2,200,10,0,328,89,3,25,4,362,86,0,1860,2187,-603,3,0,0,1,0
2,20,8,1,366,76,8,30,5,415,83,0,-4205,-3649,-7051,-3,0,0,-2,0
1,21,5,0,362,96,4,24,8,331,75,1,5515,1053,11811,2,0,-1,1,0
4,28,3,1,335,96,2,26,8,340,70,1,-464,-248,-6600,-2,2,0,0,0
3,25,5,0,377,95,1,29,7,343,84,1,3956,970,6510,6,-1,0,0,0
1,21,13,0,312,80,1,25,4,341,115,1,-3920,-2413,-1192,-8,-2,1,-1,0
4,30,6,0,338,89,5,28,7,318,90,0,826,519,-7115,2,0,0,1,0
9,23,2,0,364,92,5,26,1,364,92,0,-2282,-826,-68,-4,-2,-1,0,0
5,63,9,0,349,86,3,62,3,388,81,0,182,-804,-1437,-1,1,-1,1,0
1,18,6,0,312,77,2,33,6,334,77,1,-703,1424,-6863,2,-1,0,-2,0
4,27,9,0,372,108,5,27,4,381,72,1,-441,1216,10735,-1,0,1,-2,0
4,54,4,0,403,104,7,37,8,335,92,0,1355,562,310,-2,-2,0,0,0
6,37,6,1,384,84,4,25,11,332,91,1,6338,5796,6307,13,0,0,1,0
2,20,6,1,357,79,2,17,2,354,79,0,815,639,-4046,4,-1,-1,0,0
5,29,6,1,299,85,7,41,3,335,74,0,-1315,-372,985,-4,0,0,0,0
3,34,8,1,310,78,3,23,5,347,74,1,-4064,-3261,2109,-6,2,0,-1,0
6,29,8,0,298,77,1,24,5,342,72,1,-562,1444,5590,2,1,0,-1,0
4,32,9,0,344,78,2,14,8,336,108,0,-4198,-2164,-2136,-13,2,0,0,0
2,17,9,0,290,70,3,93,3,329,110,0,-9448,-6167,-8764,-16,-2,0,-2,0
1,25,9,1,349,72,6,33,7,364,108,0,-2026,-1024,-3020,-6,-2,0,0,0
1,24,6,0,339,94,2,22,5,372,85,0,-6356,-4154,-5910,-8,-1,0,-2,0
3,27,6,1,309,117,2,82,5,334,82,1,7156,2971,7055,11,0,1,1,0
0,55,8,0,257,72,2,54,1,370,110,0,-8352,-6589,-14226,-10,0,0,-2,0
2,26,5,0,350,104,5,27,7,328,90,1,2769,1954,7571,6,0,0,0,0
2,21,6,0,386,125,7,34,3,395,92,1,2074,3020,-2036,3,-2,0,0,0
3,31,5,1,353,98,2,33,7,356,82,1,5964,4127,8746,12,2,0,1,0
3,21,4,0,346,86,4,37,9,291,102,1,2114,1180,-693,0,1,0,0,0
7,30,3,1,363,88,3,27,9,308,83,1,9970,6599,15212,17,-1,0,1,0
1,86,10,0,329,78,6,26,6,352,93,0,-5218,-1998,-10691,-6,-2,0,-2,0
5,43,6,0,342,82,4,24,7,362,80,1,-2629,-2721,1362,-4,0,0,0,0
4,23,6,1,385,100,6,24,6,357,72,1,726,1548,-1705,0,-2,0,-2,0
3,24,1,1,375,112,2,25,6,367,100,0,1112,1928,6786,0,1,-1,0,0
6,62,3,0,351,100,0,61,5,337,68,0,4437,3299,6428,8,1,0,-2,0
2,27,5,1,348,90,2,21,1,400,86,0,-2910,-2298,-7612,-1,-1,0,-1,0
3,24,6,0,379,72,4,26,6,346,76,0,-3237,-3432,-5409,-9,-1,0,0,0
3,19,2,1,332,92,2,38,1,334,95,0,1179,-502,-867,0,-2,0,0,0
