blueTeamTotalGold,redTeamTotalGold,blueWin
30429,26310,1
28810,23863,1
28588,25100,1
26092,33496,0
28772,27667,0
27251,26720,1
27533,24329,1
29483,29622,1
27529,28485,1
29512,28484,0
26903,30243,0
25248,27073,0
29129,32073,0
31332,23791,1
28818,27231,0
26773,28797,0
25514,32940,0
23491,30112,0
25619,30366,0
30829,30886,1
26054,27550,1
31688,24124,1
30141,27377,0
28238,26613,1
27702,31034,0
30682,27227,1
24738,30577,0
28482,28155,0
32559,26735,1
30850,29595,0
29355,29616,1
25987,25177,0
25509,30030,0
24150,24379,1
23952,27776,0
25826,28052,1
27156,25549,1
27046,25459,0
26441,29124,0
27110,29205,1
25457,28171,0
26755,28453,0
31310,29272,1
27617,30013,1
33956,19959,1
28031,28948,0
27182,31000,0
29337,25783,1
21920,28103,0
22372,35475,0
26441,24761,1
26251,27919,1
25482,31934,0
24344,28621,1
24839,30930,0
25060,26072,1
28017,29247,0
31211,26178,1
26940,27368,0
23526,31110,0
30477,30001,1
27812,28711,0
30838,29139,1
30854,27527,1
26926,25260,1
32391,25924,1
26054,27041,1
27861,28719,0
29186,26503,1
22935,27966,0
24578,32106,0
26668,33189,0
24767,27459,0
31659,30340,0
28540,25266,0
28886,30981,0
26132,26398,0
27848,24111,0
27146,26869,0
26175,28273,0
28186,28908,0
30468,25093,1
27870,23892,1
29295,23059,1
27818,23376,1
24569,31381,0
27292,23329,1
27933,27513,1
25468,24650,1
25163,27195,0
28677,28448,0
25559,26055,0
27679,27259,0
27820,23256,1
30523,25069,1
27037,24832,0
29577,25520,0
27083,32145,0
30950,24116,1
31070,31838,0
22806,26942,0
22947,33227,0
28683,31550,1
27447,32493,0
29960,26226,1
24416,32605,0
27506,22670,1
28437,26842,0
30118,23443,1
28417,28405,1
29507,27450,1
27586,25157,1
25499,28223,0
29179,29275,1
24850,29406,0
26476,32396,0
28061,27513,1
26376,28911,0
28672,22949,1
26934,27061,1
28851,28486,0
26223,26953,1
23734,24012,0
29799,28083,1
25202,28130,0
31392,26407,1
30558,25915,0
26194,26448,0
25214,26600,0
33442,26306,1
28582,26886,0
26965,24363,1
27610,26714,1
26919,29293,0
33371,26875,1
23284,27927,0
30742,26239,0
24974,30363,0
26859,31664,0
28811,28030,1
28351,26332,1
26316,27696,1
25851,30292,0
29488,22525,1
25233,27144,0
27666,28920,0
33566,28743,1
26049,26688,0
32254,23560,0
28843,23874,1
26408,26030,0
27575,26184,1
25730,33703,0
32243,24901,1
26062,28538,0
32444,23752,1
34261,27218,1
29819,27159,1
27244,25381,1
24243,30448,0
29265,30937,1
27883,28818,0
26338,27478,1
27379,26305,1
25676,25812,0
28133,28220,1
29143,25904,1
27511,27297,1
23774,28495,0
29267,27027,1
29230,30620,0
29940,26533,1
24837,33488,0
28579,25576,1
26881,25645,0
26248,24383,1
24095,28406,0
27913,23697,0
29131,23311,1
29445,24039,0
32142,22819,1
23437,29423,0
29436,31436,0
31403,27310,1
30234,28504,1
25348,26651,0
25996,30805,0
26078,29612,0
30244,23965,0
30989,24662,1
29593,25396,1
29889,29092,1
27833,34694,0
29451,27589,0
28698,25825,1
27114,28557,1
25300,27081,0
26103,24798,1
30403,26878,1
32451,23615,1
25396,28864,0
28078,29447,0
26256,28709,0
27427,30246,0
27033,28481,1
27773,23830,0
30192,25361,1
24581,27515,0
32176,26972,1
29656,26963,1
27959,24783,0
26503,24812,1
29596,25391,0
26728,25318,0
24003,31648,0
29967,25155,1
26718,28183,0
25735,27669,0
35171,26356,1
32070,22617,1
31971,22939,1
30545,25288,1
26415,26108,0
29264,23088,1
24383,27369,1
25261,30313,0
31771,25867,1
28482,24308,1
27981,29382,1
31813,31014,0
28194,28395,1
26878,27905,0
24096,26589,0
27459,25436,1
26531,29289,0
26001,28367,0
24938,26935,1
31587,27556,1
28559,27354,1
26729,27778,0
30152,24418,1
23707,23754,0
25637,29428,0
23984,25183,1
24220,31012,0
24111,28634,0
25276,28077,1
24382,31898,0
26391,28610,1
30697,27204,0
30042,28535,1
26276,26372,1
30152,26071,1
29604,26805,1
24999,27553,0
30542,27084,1
26761,27712,1
24336,26338,0
30431,23507,1
32307,25858,1
34151,25327,1
29207,27464,0
26582,28218,0
27017,28036,0
34351,27548,1
26504,28136,1
29082,23714,0
27769,28190,0
28476,31610,1
31158,26338,1
26423,24614,0
28508,29147,1
29638,25355,1
25988,26467,0
27793,27318,0
30112,25281,1
23047,30133,0
27406,32513,0
24916,32664,0
24361,28296,1
33485,23685,1
26389,25374,1
29161,24431,1
27616,25672,1
26109,27264,0
25672,25378,1
30395,26506,1
24593,26166,0
32805,23147,1
26644,27938,0
28705,23075,1
28276,25274,1
25716,31061,0
28995,28288,1
28587,27102,1
24935,29869,1
33155,27611,1
26320,27666,0
32561,29570,1
30755,26993,1
27687,29890,1
31397,30080,0
30237,25144,1
29070,26881,0
28124,25955,1
26292,24374,1
22013,33121,0
26582,33170,0
26697,26031,0
34881,24589,1
29355,24374,1
29092,25918,0
27441,27317,0
30093,31041,1
30064,26013,1
32413,25535,1
29959,25637,1
29791,28595,0
24407,31262,0
28269,30372,0
28186,30578,0
23302,26184,0
28750,28059,0
30351,27485,0
29745,27326,0
24843,25610,0
30622,26038,0
25698,32686,0
25296,28196,0
29171,28167,0
26346,33292,0
28664,24238,1
26131,30144,0
32118,23869,1
24252,26510,0
32174,24089,1
26712,31246,0
27004,31342,0
28440,31226,0
29465,26392,1
30890,25665,1
28297,27709,1
28502,29996,0
28036,28801,1
27339,24807,0
27561,27915,1
31203,24124,1
28662,31068,1
26559,31867,0
27022,23633,0
25626,27381,0
27903,27461,0
29169,27670,1
29067,29102,0
26318,26097,1
30551,28950,0
25980,28355,0
27215,30892,0
27372,33413,1
28493,26811,1
29034,26971,1
34459,24222,1
28938,27119,1
29502,27297,0
23567,30789,0
28901,32610,0
30026,29253,1
27113,26504,1
27706,28917,1
28353,25496,1
31474,26323,1
27884,27539,1
29679,27222,1
26113,34617,0
23792,30302,0
25530,26145,1
25302,29943,1
23876,25598,1
27911,26792,1
30712,24315,1
31455,25581,1
28658,27704,1
27249,26395,1
28251,29158,0
24016,30701,0
26605,26729,1
29745,29304,1
26210,24679,0
25838,30279,0
24080,26753,0
32700,23288,1
29677,27268,1
26314,29139,0
28978,26357,1
19858,29673,0
26034,25254,0
27985,28441,1
23877,31406,0
23494,32154,0
28812,28716,1
26920,30138,1
25395,26472,1
30112,25202,1
28792,24078,1
29256,26458,1
30099,24365,1
31559,24309,1
33174,29698,1
29640,22759,1
27741,26769,0
24524,30251,0
29382,26355,1
24786,31873,0
27917,25332,1
25370,28346,0
30033,25896,1
26810,27761,0
27210,24869,1
24146,27339,0
29855,23568,1
27227,33223,0
30775,29562,0
28539,26405,1
27529,23646,1
27068,27544,1
28423,26735,1
26878,29050,0
23371,27775,0
26316,28230,0
27678,25975,1
23083,27585,0
22907,30280,1
20751,30478,0
25587,32351,0
28949,27986,1
32947,22763,1
25962,23731,1
25842,28301,0
28407,30559,0
31530,25901,1
30899,20592,1
33333,26029,1
24331,26560,0
29233,26838,0
25372,24853,1
26027,25698,1
30709,25866,1
26589,25235,1
28322,29981,0
27300,24047,0
28709,25290,0
30084,26689,1
26432,28588,1
27480,30443,1
25778,27659,0
24989,23121,0
29524,29866,1
25615,30757,1
28502,28432,1
25451,30356,0
23853,29222,0
26078,31640,0
25952,23951,1
26939,26826,1
22971,27635,1
25372,25404,1
31197,25572,1
27855,28348,1
30848,26466,0
28819,32124,1
27039,28600,0
29922,27007,0
32525,27578,0
29050,24833,1
32222,30756,0
30689,30010,1
28339,31505,1
27975,30096,0
27622,30552,1
23762,28535,0
27737,27849,1
24941,22338,1
26434,27083,0
30766,28099,1
28724,26479,1
26705,27249,0
31252,30745,1
29324,25531,0
24059,31013,0
25850,29621,1
24771,27030,0
28650,24644,0
24330,29060,0
29963,26682,1
23846,29343,0
27923,30748,0
23621,30356,0
26868,28029,0
27311,25494,1
24726,29352,0
34228,22111,1
32064,25282,1
26403,30731,0
24932,26952,0
26970,24172,1
26323,29205,0
27474,32267,0
29359,32459,0
25489,27510,1
27438,29560,0
21325,29125,0
26604,32015,0
30633,28699,1
28750,26796,1
21039,31184,0
30032,23728,1
26131,26592,1
24392,26636,0
23875,30092,1
30203,26205,0
28035,27371,0
24363,28450,0
30640,27199,1
24398,29963,0
26666,26194,1
25698,23283,1
26803,27629,0
28962,27088,0
27451,26923,0
25120,22214,1
31031,27973,1
24251,30462,0
29256,26599,0
23400,24490,0
31229,25534,1
25470,24867,0
26213,28993,0
28042,27774,0
25347,28582,0
28057,23683,1
28936,28521,1
25468,28093,0
25805,29779,0
25220,29986,0
26473,28751,1
25564,26739,0
31839,26227,1
28045,27495,1
29478,25221,1
32368,24064,1
36690,24038,1
29191,29792,1
26842,28380,1
25319,27207,0
27376,28478,0
31980,30062,1
28014,32056,1
28705,27844,0
28346,25768,1
25748,26508,1
27616,25706,1
28567,30168,0
25659,31790,0
30226,26079,1
31155,26762,1
26410,31133,0
30269,29534,0
28210,30452,0
27600,26138,0
32358,24451,1
28869,31933,0
29058,26979,1
24976,31618,0
34503,21558,1
30300,31499,0
28770,30247,1
27775,24288,1
27160,27628,0
30610,26339,1
31024,26109,1
28589,26271,1
30684,28376,0
24685,27852,0
29714,26000,1
25260,29880,0
30466,23195,1
27034,25188,1
24616,28077,0
29639,21853,1
22383,24492,1
23497,26715,0
32252,24790,0
31338,27431,1
28862,23656,1
27573,27147,0
27006,32982,1
30713,28562,1
26704,28405,1
27236,24006,1
29111,33205,0
29340,25352,1
26856,29881,0
28429,24224,1
23765,26060,0
24175,26707,0
26952,29733,0
28010,28692,0
27777,25545,1
27747,23068,1
25658,26764,1
31048,27300,1
27878,27063,0
27100,28320,0
24079,29466,1
23670,25915,1
28229,27252,1
30173,27468,1
26356,27103,0
26660,27448,1
27338,28785,1
25322,29939,0
31627,26187,1
27982,26694,0
30039,23266,1
27737,30648,1
27830,27914,0
30550,23212,1
29816,24960,1
26997,28939,1
29801,29759,0
27858,28604,0
26698,22070,1
24832,26155,0
24231,25965,0
30548,24024,1
29319,25547,0
27564,29209,1
25705,29469,1
22054,28616,0
30489,27085,0
27141,28255,1
27161,26008,0
25408,23939,0
29701,23888,1
29541,28711,1
29896,24499,1
22142,24285,0
26238,29813,0
29247,24912,1
29914,25596,1
24922,26510,0
28283,31466,1
27114,26980,1
29216,30831,1
29190,24699,1
27993,22747,1
26942,25104,1
26315,25601,0
26250,31986,0
35523,27314,1
31988,28070,1
29969,23462,1
23677,34688,0
30871,26105,1
37287,25449,1
28667,25955,0
32354,26139,1
26366,27962,0
23638,29640,0
31894,26537,1
25638,31306,0
29757,30218,1
26732,29317,0
30132,27775,1
31296,26630,1
29162,29385,0
31725,25611,1
26871,30034,0
31208,25332,1
26329,29391,0
26924,23116,1
27647,26185,1
27277,26285,0
26069,27708,0
26197,29025,0
26947,31939,0
26741,28678,0
24809,27891,0
29195,28628,0
23587,26182,0
29706,30314,0
24048,27886,1
28454,26083,1
29013,28720,1
23402,31206,0
25916,30655,0
26067,27048,1
29979,23329,1
27205,26951,0
28262,25956,1
24196,29223,0
27044,25546,1
23710,33956,0
25173,30244,0
29046,22426,1
26956,26180,0
30342,26360,1
26432,25764,1
27686,27037,0
29776,25388,1
29851,28187,1
29083,25610,1
26141,23480,1
25300,27829,0
22321,27098,1
27909,26240,1
22339,25468,0
28828,24099,0
26817,31625,0
25228,24954,0
27918,30297,1
32324,29813,1
26518,28294,0
30337,27420,1
26085,25876,0
29055,27776,1
27556,23108,1
33276,26600,1
27617,28475,0
33005,22794,1
35703,29303,1
24343,24034,1
24876,27414,1
23591,33606,0
26232,28486,0
28135,27680,1
29009,29371,1
29807,28861,1
25665,28846,0
29458,28754,1
31768,27001,1
28269,27049,1
29058,27388,0
30830,25519,1
25203,28144,1
31229,25098,1
28073,25942,1
31580,27396,1
31362,29234,1
30467,27182,0
27895,26908,0
27055,25277,1
28335,24477,1
24094,33797,0
24431,27121,0
23161,28616,0
29876,28688,0
26356,26018,0
28001,25879,1
27992,28818,1
29363,26932,1
33929,27336,1
24458,24796,1
29485,26769,1
32603,22941,1
25742,28718,0
29819,34791,1
23312,29134,0
29186,22828,1
29286,31997,1
28263,26960,0
31453,23343,1
29068,27023,0
30133,27703,0
23941,31096,0
26935,28350,0
33800,30327,1
32128,30166,1
24054,30740,0
21670,28669,1
24887,25117,0
28568,23189,1
27411,32866,0
24563,24863,1
20517,32036,0
24615,29692,0
33296,25851,1
25955,26677,1
28122,28579,0
30225,27486,1
27174,26796,1
29003,28361,0
24731,27085,0
32161,24133,1
22155,28309,0
23921,34802,0
28455,25746,1
26399,26281,1
27470,27002,0
27201,27145,0
33246,26742,1
27263,28281,0
27751,30069,1
29282,26173,1
31701,24782,1
26088,31866,0
31877,26462,1
31899,29124,1
33776,28154,1
32312,22482,1
28949,29750,0
24616,29565,1
24967,31470,0
33117,24875,1
27201,29819,0
28969,22434,1
29125,26474,1
28272,27180,1
25291,29996,0
27605,27316,0
28430,26665,0
27023,26887,0
32289,29007,1
34844,22885,1
25375,27355,0
25977,26571,0
29388,25541,1
33255,29245,1
30055,25615,1
32320,22126,1
32467,33670,0
25176,29260,0
30707,24619,1
28595,23671,0
29299,30157,0
29633,26743,0
26498,24820,1
28548,22396,1
30900,24401,1
28085,26073,1
25589,31304,0
29892,28852,1
22612,26904,0
25343,22794,1
28723,30195,1
29370,25379,1
29672,25890,1
31575,25053,1
24528,29546,0
24620,28912,1
25861,30149,1
31901,22243,1
27417,27466,0
27402,27157,0
30906,30155,0
28607,29275,0
27823,25260,1
27509,25330,1
28120,29433,1
25845,24345,0
30331,25223,1
24691,24910,0
28161,26827,1
27341,25506,1
23590,29276,1
29388,27947,1
25748,24065,1
23162,24705,1
26119,23590,0
26140,25714,1
25468,28417,0
25552,27816,1
26858,26476,1
25713,30257,1
28444,28631,1
28253,27668,1
29808,24194,1
29359,27061,1
28453,25551,1
30367,24057,1
26826,23565,1
23848,32009,0
23801,25924,0
26226,28747,0
29081,28053,0
27525,28474,0
24081,30288,0
27334,26126,0
22553,29155,0
27763,29336,0
22381,30562,0
27258,29160,0
24402,26144,1
26666,28566,1
26148,32178,1
27125,27030,1
28286,27382,1
25252,26487,0
27503,26775,1
26061,26912,1
29706,33887,0
32108,28566,1
26837,25361,1
27053,24714,1
25690,33298,1
29276,28058,1
29675,26737,0
27417,20870,1
24680,27708,1
26000,25869,1
27834,27726,0
28077,26335,1
26358,23454,1
27040,24194,1
26729,31152,0
25621,27798,1
26747,27317,1
25032,29019,0
29548,28074,1
26221,25516,1
26031,31125,0
30375,27285,1
21625,28510,0
25301,25260,1
31324,19150,1
30617,28226,1
29037,27045,1
36500,28489,1
25274,24827,0
23927,27181,0
28449,26600,1
25612,27233,0
28325,28935,0
31034,29475,1
27481,25999,1
32510,25554,1
29524,27396,1
30400,25742,1
25158,29926,0
31218,26925,1
26855,25312,1
30197,23736,1
27047,26308,0
31020,24685,1
27962,24026,1
25588,30979,0
31393,26058,0
26290,28566,0
25223,24444,0
27361,29337,1
30497,30700,0
24941,23652,1
31279,25400,1
27497,27588,0
31510,24266,1
28124,27622,1
22505,29611,0
30906,25528,1
30655,28699,1
27788,30682,0
26430,30138,1
23691,31003,0
31471,27900,0
34059,27031,1
24998,29266,0
26712,28975,0
27618,30101,0
24069,27197,0
27114,29132,0
27025,27337,1
23798,27842,0
28979,27191,1
27703,25868,1
32215,27232,1
26051,24324,1
31502,29395,1
27381,28081,0
25841,29852,0
26771,25363,0
29644,24583,1
28835,28136,1
27515,26927,0
27999,29395,0
26200,27005,0
23510,33689,0
29661,25101,1
25784,28515,0
27033,24797,1
31305,32112,0
28230,23641,0
31905,26565,1
23926,27330,0
24761,30286,1
28772,25846,1
29255,23122,0
27341,26877,1
20965,33539,0
27011,30336,0
27580,34324,1
33506,25193,1
27334,29126,1
30183,28165,1
28562,25520,1
25427,30289,1
33371,23469,1
31859,28134,1
27180,29602,1
28035,27715,0
27083,28522,0
29805,25424,1
31466,29168,1
29050,23477,1
25197,29799,0
23492,32698,0
26848,32042,0
33624,26632,1
28701,25224,1
28028,35109,0
24742,30271,0
26836,32101,0
24472,29300,0
26117,32308,0
28369,28765,1
27515,27912,0
27950,27723,0
26366,24636,1
26084,27757,0
33904,27738,1
26354,27670,0
30555,25613,1
29109,24489,1
27036,29362,0
29270,24411,1
24838,30078,0
30308,25817,1
25924,28476,1
26486,25247,1
23708,30614,0
24936,24840,0
25291,26616,1
26558,30968,0
26543,26075,1
34778,23969,1
23895,29617,0
22888,31863,0
27167,23357,1
36332,27516,1
26763,24162,1
27185,23028,1
29659,27401,1
29203,27183,0
24026,25625,0
27971,24191,1
25872,26400,0
29035,25177,1
24942,27906,1
24269,28129,0
35485,22983,1
24851,28712,0
24367,26676,1
28340,25685,1
26997,27458,1
26067,27766,0
31214,24011,1
29027,30344,1
20217,28291,0
24940,28609,1
29343,29700,0
29588,28284,1
31873,25246,1
24812,28418,0
28975,29590,0
26260,25776,1
20515,28260,0
27278,24334,1
25897,29256,0
28459,30489,0
31223,28532,1
27668,27297,1
31392,31506,0
30290,29096,0
28147,26899,1
30452,24818,0
25676,26727,0
30262,25281,1
26898,27237,1
26443,27770,0
30031,29943,1
29174,25161,1
25097,27133,0
27365,27535,0
21652,27592,0
30011,28568,1
28494,26707,1
22886,29478,0
30198,25873,0
24866,24251,1
23760,26583,0
25476,29079,0
29252,26519,1
28617,28325,0
29564,24637,1
27682,25399,1
24288,24883,0
29877,26524,1
31055,22743,1
26502,31411,1
23621,31076,0
29836,25450,1
28634,21413,0
31289,24600,1
25463,24535,0
32947,27519,0
27120,29677,1
25129,24354,1
24314,28238,0
29579,27042,1
29003,27744,0
25768,29953,1
32073,22384,1
25039,24736,0
27142,24333,1
27849,30029,0
29599,25877,1
24946,27039,0
27132,30312,0
26171,24354,1
23404,27161,0
28750,28010,1
26168,30575,0
29386,27243,1
23989,27276,0
29765,29295,1
26789,23175,1
22564,25103,1
30655,27692,1
27937,26478,1
30276,28339,1
30167,26174,1
28368,25931,1
29252,26155,1
23168,26070,0
32017,26546,1
30055,26106,1
27181,27957,1
28041,31477,0
28365,27654,0
27991,31186,0
23600,28057,0
23556,27624,0
27907,30859,0
31833,24691,0
28129,28338,0
26489,28471,1
26302,25147,1
23714,30985,0
26857,28307,0
28898,29900,0
23437,33935,0
29410,26945,1
28285,26941,1
24695,31510,0
27535,31663,0
27699,26910,0
24684,26395,0
27895,25316,1
29191,26114,1
29489,24797,1
23783,27904,0
29391,33993,0
25993,28419,0
24823,25302,0
25646,27307,0
27976,25636,1
26877,26421,0
30369,23594,1
33069,24951,1
30960,20781,1
29831,27920,1
29326,26479,1
29073,20459,1
34955,25710,1
27890,27180,1
28635,25299,1
24641,27983,1
26077,26588,0
24372,29796,0
27760,29001,0
21654,26758,0
30037,25865,1
30562,27067,1
24981,27084,1
28256,26474,0
30481,24972,1
27989,27182,0
25667,28556,1
27395,29993,1
24782,28862,0
25342,29757,0
24870,30615,0
24902,26838,0
25912,28019,1
24192,27192,0
31360,31137,0
28288,26928,0
29389,27450,1
24286,29051,1
24117,24849,0
27328,26641,0
24162,34520,0
23568,26795,0
28392,25281,1
25776,23717,1
30045,25235,1
24543,27803,0
29010,30331,0
33318,26659,1
24913,28501,0
30439,29123,0
25447,24573,1
26976,20708,1
25062,26531,1
28151,24636,1
25563,28008,0
32132,24883,1
28895,29377,1
21921,29173,0
24131,25634,1
25907,24825,1
24901,32972,0
27516,30286,0
22504,31546,0
27949,27427,1
23850,31201,0
27069,23742,1
28579,34450,0
34221,24987,1
32248,26110,0
30079,23847,1
24612,31876,0
28629,27711,0
27939,27720,0
31430,22606,1
25918,26446,0
26087,26827,0
27033,32865,0
24651,24578,0
28162,28363,0
30128,28090,1
32813,29832,0
30243,24495,1
31804,25233,1
31784,25267,1
31042,29281,0
25484,29840,0
29102,27146,1
24267,34411,0
25983,28290,0
27813,28106,0
28026,24909,0
31414,29755,1
26124,29830,0
29538,28292,0
29863,25276,1
30891,24202,1
26802,30797,1
23511,26359,0
31755,32038,0
27357,27106,0
23039,30457,0
26684,30182,0
25612,23734,1
27992,30803,0
24589,29206,0
33301,33839,1
28738,24748,1
25674,27758,1
30138,30974,0
30796,28468,0
24491,33075,0
36015,27158,1
30944,26688,1
28244,32574,0
26536,26803,1
29953,25068,1
27170,27161,0
31727,26883,1
25617,29803,1
24920,29948,0
29455,26126,1
28548,27791,1
28267,26966,0
24594,26213,0
23962,24914,0
28851,25275,1
27577,27483,1
23417,27415,0
30310,28960,0
28606,27734,1
28888,24752,1
26424,25872,0
24657,29958,0
26462,27056,1
31027,26710,1
22656,27918,0
30748,25034,1
28207,30061,0
29137,26697,1
31307,26569,1
25374,28194,0
26145,32480,0
25091,26295,0
29562,24819,1
22975,30398,0
26686,31063,0
26803,27767,0
26346,29070,1
25405,28545,1
27406,26724,0
25327,30247,0
25973,30262,0
29085,28512,0
27242,31436,0
22736,30024,0
27724,31069,0
24573,26880,0
26238,27938,0
25091,27818,0
25014,28243,0
28893,26532,1
28675,27384,1
28497,30018,0
30781,24918,1
31038,28527,1
28100,23739,1
29052,23087,1
28654,27947,1
25846,27803,1
27191,24307,0
25622,28417,1
28784,25272,1
31239,25039,1
26311,29940,0
28672,31473,0
27512,29981,0
30449,26391,1
24004,30869,0
24333,31613,0
27366,29123,0
27240,27826,1
27034,25241,1
28761,24772,1
31509,23663,1
28799,23253,0
31092,25317,0
26834,23440,1
30384,26985,1
26180,30996,0
27356,24996,0
34013,23903,1
30334,27079,1
25823,27169,0
25469,28012,0
29774,31930,0
29746,27780,1
32101,24131,1
25425,25725,0
28075,26736,1
30696,24917,1
23815,31785,0
25407,23446,1
25967,27972,1
28505,29441,1
25888,30475,0
26409,32122,1
30566,29671,0
27189,24320,1
29947,24663,1
24553,29025,0
29055,25985,0
26504,28648,0
28198,25552,1
26184,26476,1
25237,27442,0
27522,27459,1
23941,30240,0
27368,26725,0
25533,32913,0
29403,26038,0
25278,26271,0
27019,27732,1
26198,30443,0
28493,24335,1
23769,27992,1
28398,28649,0
25661,27029,0
27534,25568,1
22900,30235,0
30096,23198,1
25523,29275,0
24581,27709,0
28556,26083,0
24702,24626,1
22772,29433,0
28432,27876,0
26581,26471,1
29646,21850,1
28992,25477,1
28004,24846,0
26136,27139,0
26029,23063,1
26054,25068,0
27026,30513,0
29532,29851,0
24091,31742,0
25489,26450,0
27102,25608,0
25223,27971,0
26530,30018,0
29208,25964,1
26598,28922,1
25580,30384,0
29463,26397,1
28393,23558,1
24540,26556,0
31099,24909,1
29343,23017,1
26924,28926,1
28182,25385,1
30660,28689,1
26658,28906,0
23973,25463,0
26931,27837,1
24323,28614,0
29597,24212,1
35645,22377,1
28111,29253,0
29331,30766,0
29306,27758,0
26653,27170,1
23716,30848,0
29305,24197,1
33070,25974,1
26638,28579,1
27826,31024,1
32643,21937,1
28115,28389,0
30127,28357,1
27195,28998,0
29675,29221,1
26751,30957,0
27806,31942,0
24413,29727,0
24583,30399,0
28101,28399,0
27062,26484,0
23323,27288,0
28715,28245,0
33129,25159,1
28551,24695,1
28167,26641,1
24989,26676,0
23993,28127,0
32390,28735,0
29410,27771,1
24689,26401,1
27331,29376,0
27173,28657,0
28458,22896,1
29051,29420,0
28062,22101,1
24251,28174,0
25282,29529,1
26519,26801,0
23660,31747,0
25520,27485,0
26404,27096,1
27232,27294,1
32029,27678,1
28274,28377,0
32014,27690,0
26580,29133,0
28470,25195,0
28651,23048,1
28547,26190,1
28819,27695,0
33140,27792,1
29077,29724,0
24063,29937,0
24980,26282,1
26305,29605,0
27765,23809,1
24580,28070,0
26873,26321,1
29126,27389,0
26134,27337,1
28785,23899,1
24023,29804,0
29882,27522,1
28623,24574,0
27218,30504,0
26788,27995,1
21978,30382,0
28039,28929,0
31719,21840,1
29324,26725,0
26568,22713,1
24739,28342,0
26741,26817,0
28352,29326,0
28908,28777,1
24824,27240,0
27306,28533,0
25213,28917,0
25537,27103,0
25976,28857,1
24822,30766,0
27996,27665,1
29496,26201,1
30118,26711,1
27405,24475,1
25578,27562,1
27972,26304,0
35492,26715,1
30859,28928,1
25872,24508,1
28181,29649,0
25563,27254,0
27064,30821,0
27475,31913,0
22992,26679,0
28598,28914,0
32864,23844,1
27513,33451,0
28377,30211,0
25166,26650,0
27022,26553,1
28550,27424,0
29945,24071,1
26903,27390,0
25955,26672,0
21695,28953,0
25686,24742,1
23192,26862,0
27467,27835,0
28567,22912,1
25555,31125,0
28138,32106,0
27263,27717,1
27543,25588,1
23677,25631,0
29227,26347,1
23823,28361,0
28390,25802,1
30462,24711,1
25818,29287,0
31372,27995,0
24822,25350,0
26717,27382,1
23086,29428,0
28988,27619,0
25512,25925,1
31611,26960,0
27295,28532,0
29456,23240,1
23502,30617,0
27481,28507,0
27533,29790,0
27054,24499,1
27547,25805,0
28794,25160,1
25546,28243,0
26082,29976,0
28647,27728,0
26189,28745,0
29556,23902,1
28804,30224,0
26367,29939,0
30301,24761,1
26489,32802,0
33610,26271,1
28341,24724,0
22709,28296,0
28448,30119,1
25302,31584,0
30813,24912,0
28992,27474,1
26091,26512,0
24153,26286,0
30362,24952,1
31422,23111,1
25688,34082,0
29186,26123,1
25449,29702,0
27387,26814,0
34061,26767,1
26499,27034,0
25915,37733,0
26354,25727,1
31098,25672,1
26567,26992,0
28014,27518,0
25382,31347,0
28147,26678,0
31897,26580,1
27675,28324,1
27995,29946,0
30452,22886,1
25979,23841,1
30722,24929,1
27796,24082,1
31546,25071,1
27445,29896,1
28436,26670,1
30903,29320,1
25971,24254,0
29344,25789,1
29147,25129,1
24670,29832,0
27063,25383,0
27715,26379,1
25238,28104,0
32799,25677,1
26089,29041,0
34113,28216,1
23712,29195,0
31506,27773,1
27684,32260,0
25907,26270,0
30091,23240,1
26179,30250,0
30446,32871,1
26092,31663,0
26041,29634,0
26006,31382,0
27801,30165,1
25038,25017,1
25759,25896,0
25926,27617,1
26395,27582,0
23235,29142,0
21899,31148,0
27777,24115,0
26997,26162,1
30751,26569,1
22266,31939,0
25249,27794,0
26377,27624,0
29061,28882,1
26877,23290,1
24460,31248,0
29617,23104,1
29597,27070,1
23875,30740,0
24054,30537,0
26992,26778,0
29990,28716,1
34070,27890,1
25060,32754,0
27647,26079,1
27546,28523,1
25316,26893,1
21553,29552,0
31290,26060,1
23782,30045,0
29457,27341,1
30944,22591,0
30161,30157,1
27549,28288,1
27357,26767,1
28182,26116,1
26304,30298,0
27076,24221,1
27298,28427,1
28337,28714,0
28140,30089,0
26254,32427,0
28535,25602,1
28273,27288,1
24551,26803,0
28128,25822,1
24525,28626,0
25490,27029,0
27696,26824,0
28535,26796,1
28526,28236,0
28002,25204,1
24531,25944,1
26634,29927,0
27659,26172,1
28467,25041,1
29232,26496,1
26658,29618,0
29151,26020,1
29888,25601,1
28038,26097,1
26812,28383,0
22846,25983,1
25380,28546,0
31795,21245,1
28216,27018,1
25340,28632,1
27153,29595,0
29183,22609,1
23190,28447,0
28879,27842,1
23242,31058,0
24188,31427,0
25968,26673,1
28036,27873,0
25686,30299,0
28542,26271,0
27400,28830,1
31267,26761,1
24562,29368,0
27644,28145,0
28597,30801,0
26774,25344,1
25361,29033,0
30426,28418,0
30420,22712,1
25531,29276,0
27450,32443,0
23898,25185,1
24248,25964,0
29932,32492,0
30545,28634,0
22298,29422,0
28159,33894,0
24868,25763,0
25525,29592,0
28615,28262,0
27757,25650,1
28513,29204,1
26238,25479,1
24657,27730,1
25567,25877,0
30658,27816,0
29441,24974,1
25903,29095,1
25385,27753,0
26378,29629,1
31686,24667,1
30090,25691,1
30161,26500,1
28573,26747,1
